id,sinav_turu,yil,konu,alt_konu,soru_tipi,zorluk,soru_metin,secenek_A,secenek_B,secenek_C,secenek_D,secenek_E,dogru_cevap,kaynak_turu,gorsel_bagimli,text_input,stratify_col
319,LGS,2024,Kareköklü İfadeler,Karşılaştırma ve Sıralama,Problem,Orta,"√A metre yüksekliğindeki bir kamyon K(5 m), L(4 m), M(3 m) altından geçip N(2 m) altından geçemeyip duruyor. Buna göre A kaç olabilir?","13,69","5,76","3,24","1,96",-,B,Deneme,destekleyici,"[SORU] √A metre yüksekliğindeki bir kamyon K(5 m), L(4 m), M(3 m) altından geçip N(2 m) altından geçemeyip duruyor. Buna göre A kaç olabilir?
[A] 13,69
[B] 5,76
[C] 3,24
[D] 1,96
[E] -",Karşılaştırma ve Sıralama_Problem
39,LGS,2020,Kareköklü İfadeler,Karşılaştırma ve Sıralama,Yorum,Kolay,"a=√2, b=√3, c=⁴√4, d=⁶√6. En küçükten büyüğe sıralı ikili hangisidir?",d ve b,b ve c,a ve b,d ve a,c ve a,E,Deneme,yok,"[SORU] a=√2, b=√3, c=⁴√4, d=⁶√6. En küçükten büyüğe sıralı ikili hangisidir?
[A] d ve b
[B] b ve c
[C] a ve b
[D] d ve a
[E] c ve a",Karşılaştırma ve Sıralama_Yorum
235,LGS,2025,Kareköklü ifadeler,Denklemler,Hesaplama,Kolay,√(x - 2) + √(10 - 2x) + ³√x ifadesinde A bir reel sayı ise x kaç farklı tam sayı değeri alabilir?,2,3,4,5,6,C,Kitap,yok,"[SORU] √(x - 2) + √(10 - 2x) + ³√x ifadesinde A bir reel sayı ise x kaç farklı tam sayı değeri alabilir?
[A] 2
[B] 3
[C] 4
[D] 5
[E] 6",Denklemler_Hesaplama
213,LGS,2025,Kareköklü İfadeler,Problem Çözme,Problem,Zor,"İki yanıp sönen ışıktan mavi olan 2³√2 dakikada bir, kırmızı olan 4⁶√4 dakikada bir yanıyor. Buna göre iki lamba beraber yandıktan sonra bir daha beraber yanacakları sürede ikisi toplam kaç defa yanmış olur?",3,4,5,6,7,A,Kitap,yok,"[SORU] İki yanıp sönen ışıktan mavi olan 2³√2 dakikada bir, kırmızı olan 4⁶√4 dakikada bir yanıyor. Buna göre iki lamba beraber yandıktan sonra bir daha beraber yanacakları sürede ikisi toplam kaç defa yanmış olur?
[A] 3
[B] 4
[C] 5
[D] 6
[E] 7",Problem Çözme_Problem
446,LGS,2025,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Hesaplama,Kolay,Birler basamağı 9 olan üç basamaklı kaç tane tam kare sayı vardır?,4,5,6,7,,A,MEB,yok,"[SORU] Birler basamağı 9 olan üç basamaklı kaç tane tam kare sayı vardır?
[A] 4
[B] 5
[C] 6
[D] 7",Tam Sayı / Özel Tanımlar_Hesaplama
226,LGS,2025,Kareköklü ifadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,Aşağıdakilerden hangisi veya hangileri doğrudur? I) 5^(1/3)=³√5 II) 2^(2/5)=⁵√4 III) 7^(1/2)=√7,I,II,"I, III","I, II",Hepsi,E,Kitap,yok,"[SORU] Aşağıdakilerden hangisi veya hangileri doğrudur? I) 5^(1/3)=³√5 II) 2^(2/5)=⁵√4 III) 7^(1/2)=√7
[A] I
[B] II
[C] I, III
[D] I, II
[E] Hepsi",Üslü ve Köklü İfadeler_Hesaplama
95,LGS,2022,Kareköklü İfadeler,Yaklaşık Değer,Problem,Kolay,"1'den 16'ya kadar numaralandırılmış 16 top kurallara göre 4 torbaya atılacaktır. Sayı tam kare ise kareköküne eşit numaralı (Örn: 4 tam kare ve √4=2 olduğundan 2. torbaya), tam kare değil ise kareköküne en yakın numaralı (Örn: 2 tam kare değil ve √2'nin en yakını 1 olduğundan 1. torbaya) torbaya atılacaktır. Buna göre 3. torbada kaç top olur?",4,5,6,7,8,C,MEB,destekleyici,"[SORU] 1'den 16'ya kadar numaralandırılmış 16 top kurallara göre 4 torbaya atılacaktır. Sayı tam kare ise kareköküne eşit numaralı (Örn: 4 tam kare ve √4=2 olduğundan 2. torbaya), tam kare değil ise kareköküne en yakın numaralı (Örn: 2 tam kare değil ve √2'nin en yakını 1 olduğundan 1. torbaya) torbaya atılacaktır. Buna göre 3. torbada kaç top olur?
[A] 4
[B] 5
[C] 6
[D] 7
[E] 8",Yaklaşık Değer_Problem
543,LGS,2025,Kareköklü İfadeler,Karşılaştırma ve Sıralama,Yorum,Orta,"Sayı doğrusunda verilen K, L ve M noktalarına ait kareköklerin çarpımı bir doğal sayıdır. Bu sayı kaçtır?",40,36,30,20,,A,MEB,bagimli,"[SORU] Sayı doğrusunda verilen K, L ve M noktalarına ait kareköklerin çarpımı bir doğal sayıdır. Bu sayı kaçtır?
[A] 40
[B] 36
[C] 30
[D] 20
[GÖRSEL] Bu soru görsele bağlıdır.",Karşılaştırma ve Sıralama_Yorum
384,LGS,2020,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,√(3/5) ifadesi aşağıdakilerden hangisine eşittir?,6/5,2,18/5,4,,A,Örnek,yok,"[SORU] √(3/5) ifadesi aşağıdakilerden hangisine eşittir?
[A] 6/5
[B] 2
[C] 18/5
[D] 4",Üslü ve Köklü İfadeler_Hesaplama
658,LGS,2022,Kareköklü İfadeler,İşlem ve Sadeleştirme,Yorum,Orta,√98 + √2 işleminin sonucu kaçtır?,10√2,7√2,√100,8√2,,B,MEB,yok,"[SORU] √98 + √2 işleminin sonucu kaçtır?
[A] 10√2
[B] 7√2
[C] √100
[D] 8√2",İşlem ve Sadeleştirme_Yorum
552,LGS,2025,Kareköklü İfadeler,Problem Çözme,Problem,Orta,Sepetteki bilyelerin toplam kütlesi belirli bir aralıkta ve 20'ye yakındır. Mavi bilye sayısı hangisi olamaz?,8,6,5,2,,B,MEB,bagimli,"[SORU] Sepetteki bilyelerin toplam kütlesi belirli bir aralıkta ve 20'ye yakındır. Mavi bilye sayısı hangisi olamaz?
[A] 8
[B] 6
[C] 5
[D] 2
[GÖRSEL] Bu soru görsele bağlıdır.",Problem Çözme_Problem
34,LGS,2020,Kareköklü İfadeler,Denklemler,Hesaplama,Orta,2^(2x+3) = 24 ise 2^(x−1) kaç eşittir?,√2,√3,2√3,3√2,2√5,C,Örnek,yok,"[SORU] 2^(2x+3) = 24 ise 2^(x−1) kaç eşittir?
[A] √2
[B] √3
[C] 2√3
[D] 3√2
[E] 2√5",Denklemler_Hesaplama
554,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,İki kare bahçede bulunan havuzlara A köşesinden çekilecek su kanalının en kısa uzunluğu kaç dam'dır?,21√2,19√2,15√2,11√2,,C,MEB,bagimli,"[SORU] İki kare bahçede bulunan havuzlara A köşesinden çekilecek su kanalının en kısa uzunluğu kaç dam'dır?
[A] 21√2
[B] 19√2
[C] 15√2
[D] 11√2
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
556,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,Ali ve Eren'in bahçeleri birleştiriliyor. Verilen köklü kenar uzunluklarına göre Eren'in bahçesinin çevresi kaç hm'dir?,12√2,14√2,18√2,24√2,,C,MEB,bagimli,"[SORU] Ali ve Eren'in bahçeleri birleştiriliyor. Verilen köklü kenar uzunluklarına göre Eren'in bahçesinin çevresi kaç hm'dir?
[A] 12√2
[B] 14√2
[C] 18√2
[D] 24√2
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
396,LGS,2020,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Hesaplama,Orta,"2,49 devirli ondalık gösteriminin rasyonel sayı olarak ifadesi aşağıdakilerden hangisidir?",5/2,25/11,83/33,249/90,,A,Kitap,yok,"[SORU] 2,49 devirli ondalık gösteriminin rasyonel sayı olarak ifadesi aşağıdakilerden hangisidir?
[A] 5/2
[B] 25/11
[C] 83/33
[D] 249/90",Tam Sayı / Özel Tanımlar_Hesaplama
580,LGS,2025,Kareköklü İfadeler,Algoritmik / Mantıksal Problemler,Problem,Orta,Hedef tahtasında puanlama kuralına göre hangi puan elde edilemez?,3,7,9,11,,C,MEB,bagimli,"[SORU] Hedef tahtasında puanlama kuralına göre hangi puan elde edilemez?
[A] 3
[B] 7
[C] 9
[D] 11
[GÖRSEL] Bu soru görsele bağlıdır.",Algoritmik / Mantıksal Problemler_Problem
576,LGS,2025,Kareköklü İfadeler,Yaklaşık Değer,Yorum,Orta,Uzun atlama pistinde verilen mesafelere göre Hayat'ın uzaklığı aşağıdakilerden hangisi olabilir?,2√3,3√2,2√6,3√3,,C,MEB,bagimli,"[SORU] Uzun atlama pistinde verilen mesafelere göre Hayat'ın uzaklığı aşağıdakilerden hangisi olabilir?
[A] 2√3
[B] 3√2
[C] 2√6
[D] 3√3
[GÖRSEL] Bu soru görsele bağlıdır.",Yaklaşık Değer_Yorum
23,LGS,2020,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,⁴√16 − 3√54 + ⁵√4 işleminin sonucu kaçtır?,0,³√2,√2,2,2³√2,A,Kitap,yok,"[SORU] ⁴√16 − 3√54 + ⁵√4 işleminin sonucu kaçtır?
[A] 0
[B] ³√2
[C] √2
[D] 2
[E] 2³√2",İşlem ve Sadeleştirme_Hesaplama
534,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,Uzunluğu 2 dm olan kağıt kesilerek elde edilen dikdörtgenlerden birinin uzun kenarı aşağıdakilerden hangisi olamaz?,"0,5","√0,36","√0,49","0,8",,B,MEB,bagimli,"[SORU] Uzunluğu 2 dm olan kağıt kesilerek elde edilen dikdörtgenlerden birinin uzun kenarı aşağıdakilerden hangisi olamaz?
[A] 0,5
[B] √0,36
[C] √0,49
[D] 0,8
[GÖRSEL] Bu soru görsele bağlıdır.",İşlem ve Sadeleştirme_Hesaplama
538,LGS,2025,Kareköklü İfadeler,Problem Çözme,Problem,Orta,Bir lambanın iki farklı konumda verilen uzaklıklarına göre lambanın ayağının uzunluğu kaç cm'dir?,6√10,10√10,16√10,22√10,,D,MEB,bagimli,"[SORU] Bir lambanın iki farklı konumda verilen uzaklıklarına göre lambanın ayağının uzunluğu kaç cm'dir?
[A] 6√10
[B] 10√10
[C] 16√10
[D] 22√10
[GÖRSEL] Bu soru görsele bağlıdır.",Problem Çözme_Problem
399,LGS,2020,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Hesaplama,Orta,"0,0x devirli = 1/15 olduğuna göre x kaçtır?",2,3,5,6,,D,Deneme,yok,"[SORU] 0,0x devirli = 1/15 olduğuna göre x kaçtır?
[A] 2
[B] 3
[C] 5
[D] 6",Tam Sayı / Özel Tanımlar_Hesaplama
536,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Zor,Dikdörtgen kağıt kesilip üçgenler elde edilerek yeni bir şekil oluşturuluyor. Bu yeni şeklin çevresi kaç cm'dir?,52√2,52√2 + 10,62√2,62√2 + 10,,C,MEB,bagimli,"[SORU] Dikdörtgen kağıt kesilip üçgenler elde edilerek yeni bir şekil oluşturuluyor. Bu yeni şeklin çevresi kaç cm'dir?
[A] 52√2
[B] 52√2 + 10
[C] 62√2
[D] 62√2 + 10
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
166,LGS,2025,Kareköklü İfadeler,Denklemler,Hesaplama,Kolay,⁴√(3^(4x+6)) = √(3^(x+6)) ise x kaça eşittir?,2,3,4,5,6,B,Kitap,yok,"[SORU] ⁴√(3^(4x+6)) = √(3^(x+6)) ise x kaça eşittir?
[A] 2
[B] 3
[C] 4
[D] 5
[E] 6",Denklemler_Hesaplama
436,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Orta,(√27 / √12) ÷ (√18 / √32) işleminin sonucu kaçtır?,2,2√2,2√3,4,,A,MEB,yok,"[SORU] (√27 / √12) ÷ (√18 / √32) işleminin sonucu kaçtır?
[A] 2
[B] 2√2
[C] 2√3
[D] 4",İşlem ve Sadeleştirme_Hesaplama
338,LGS,2020,Kareköklü İfadeler,Alan ve Geometri,Problem,Zor,"Yukarıdaki şekilde alanları 25 m², 16 m², 9 m² ve 4 m² olan karelerin köşeleri uç uca eklenmiştir. Buna göre karelerin köşelerinde bulunan A noktasından B noktasına kenarlar kullanılarak gidilen en kısa uzaklık kaç metredir?",14,24,32,34,,A,Deneme,bagimli,"[SORU] Yukarıdaki şekilde alanları 25 m², 16 m², 9 m² ve 4 m² olan karelerin köşeleri uç uca eklenmiştir. Buna göre karelerin köşelerinde bulunan A noktasından B noktasına kenarlar kullanılarak gidilen en kısa uzaklık kaç metredir?
[A] 14
[B] 24
[C] 32
[D] 34
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
77,LGS,2020,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Orta,6/(³√4) + ³√16 işleminin sonucu aşağıdakilerden hangisidir?,³√5,2³√3,5³√2,6³√3,12,C,Örnek,yok,"[SORU] 6/(³√4) + ³√16 işleminin sonucu aşağıdakilerden hangisidir?
[A] ³√5
[B] 2³√3
[C] 5³√2
[D] 6³√3
[E] 12",Üslü ve Köklü İfadeler_Hesaplama
17,LGS,2020,Kareköklü İfadeler,Problem Çözme,Problem,Orta,Deniz 0’dan n’ye kadar doğal sayıların karelerini topluyor; kesir kısmı olmayan toplam 40. Buna göre n kaçtır?,17,18,19,20,21,D,Örnek,yok,"[SORU] Deniz 0’dan n’ye kadar doğal sayıların karelerini topluyor; kesir kısmı olmayan toplam 40. Buna göre n kaçtır?
[A] 17
[B] 18
[C] 19
[D] 20
[E] 21",Problem Çözme_Problem
112,LGS,2022,Kareköklü İfadeler,Alan ve Geometri,Problem,Zor,"Kürsüdeki kare yüzeylerin alanları: 1.lik 720 cm², 2.lik 980 cm², 3.lük 405 cm². 1. ve 3. arasındaki boy farkı, 1. ve 2. arasındaki farkın kaç katıdır?",2,"2,5",3,"3,5",4,B,MEB,destekleyici,"[SORU] Kürsüdeki kare yüzeylerin alanları: 1.lik 720 cm², 2.lik 980 cm², 3.lük 405 cm². 1. ve 3. arasındaki boy farkı, 1. ve 2. arasındaki farkın kaç katıdır?
[A] 2
[B] 2,5
[C] 3
[D] 3,5
[E] 4",Alan ve Geometri_Problem
390,LGS,2020,Kareköklü İfadeler,Yaklaşık Değer,Yorum,Orta,"√0,4 + √1,7 işleminin sonucu kaçtır?",3/5,1,2,21/10,,C,Kitap,yok,"[SORU] √0,4 + √1,7 işleminin sonucu kaçtır?
[A] 3/5
[B] 1
[C] 2
[D] 21/10",Yaklaşık Değer_Yorum
646,LGS,2018,Kareköklü İfadeler,İşlem ve Sadeleştirme,Yorum,Orta,√27 ÷ √3 işleminin sonucu kaçtır?,3,√9,√3,9,,A,MEB,yok,"[SORU] √27 ÷ √3 işleminin sonucu kaçtır?
[A] 3
[B] √9
[C] √3
[D] 9",İşlem ve Sadeleştirme_Yorum
208,LGS,2019,Kareköklü İfadeler,Alan ve Geometri,Hesaplama,Orta,ABCD dikdörtgeni biçimindeki bir kâğıt parçasının bir yüzüne aşağıdaki gibi 10 eş dikdörtgen çizilip bu dikdörtgenler boyanıyor. Kâğıdın bu yüzündeki boyanmayan bölgelerin alanları toplamı 30 cm² olduğuna göre ABCD dikdörtgeninin köşegenlerinden birinin uzunluğu kaç santimetredir?,3√10,5√26,10√13,26√10,-,C,MEB,bagimli,"[SORU] ABCD dikdörtgeni biçimindeki bir kâğıt parçasının bir yüzüne aşağıdaki gibi 10 eş dikdörtgen çizilip bu dikdörtgenler boyanıyor. Kâğıdın bu yüzündeki boyanmayan bölgelerin alanları toplamı 30 cm² olduğuna göre ABCD dikdörtgeninin köşegenlerinden birinin uzunluğu kaç santimetredir?
[A] 3√10
[B] 5√26
[C] 10√13
[D] 26√10
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Hesaplama
312,LGS,2024,Kareköklü İfadeler,Problem Çözme,Problem,Zor,Köklü sayılarla verilen ölçülerdeki bir alan boyanarak 'HAYAT EVE SIĞAR' yazısı oluşturuluyor. Boya tüplerinin kapladığı alan ve fiyatları verilmiştir. Buna göre boyama için en az kaç TL ödenmiştir?,202,296,346,370,-,C,Deneme,bagimli,"[SORU] Köklü sayılarla verilen ölçülerdeki bir alan boyanarak 'HAYAT EVE SIĞAR' yazısı oluşturuluyor. Boya tüplerinin kapladığı alan ve fiyatları verilmiştir. Buna göre boyama için en az kaç TL ödenmiştir?
[A] 202
[B] 296
[C] 346
[D] 370
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Problem Çözme_Problem
32,LGS,2020,Kareköklü İfadeler,Rasyonelleştirme,Hesaplama,Kolay,√24 sayısını kaç ile çarparsak rasyonel olur?,√2,√3,√6,3√2,∛8,C,Kitap,yok,"[SORU] √24 sayısını kaç ile çarparsak rasyonel olur?
[A] √2
[B] √3
[C] √6
[D] 3√2
[E] ∛8",Rasyonelleştirme_Hesaplama
669,LGS,2019,Kareköklü İfadeler,Problem Çözme,Yorum,Zor,"Görseldeki 10 metrelik düz bir pistte Can başlangıç çizgisinde, Ali ise Can'ın 1 metre önünde durmaktadır. Ali ve Can bu pistte aynı anda bitiş çizgisine doğru yürümeye başlamıştır. Ali √48 metre, Can √65 metre yürüdükten sonra durmuştur. Buna göre Ali ve Can'ın son durumdaki konumları ile ilgili aşağıdakilerden hangisi yanlıştır?",Ali'nin bitiş çizgisine olan uzaklığı 2 metreden fazla 3 metreden azdır.,Can'ın bitiş çizgisine olan uzaklığı 1 metreden fazla 2 metreden azdır.,"Can'ın bitiş çizgisine olan uzaklığı, Ali'nin bitiş çizgisine olan uzaklığından azdır.",Ali ile Can'ın birbirine olan uzaklığı 1 metreden fazladır.,,D,MEB,bagimli,"[SORU] Görseldeki 10 metrelik düz bir pistte Can başlangıç çizgisinde, Ali ise Can'ın 1 metre önünde durmaktadır. Ali ve Can bu pistte aynı anda bitiş çizgisine doğru yürümeye başlamıştır. Ali √48 metre, Can √65 metre yürüdükten sonra durmuştur. Buna göre Ali ve Can'ın son durumdaki konumları ile ilgili aşağıdakilerden hangisi yanlıştır?
[A] Ali'nin bitiş çizgisine olan uzaklığı 2 metreden fazla 3 metreden azdır.
[B] Can'ın bitiş çizgisine olan uzaklığı 1 metreden fazla 2 metreden azdır.
[C] Can'ın bitiş çizgisine olan uzaklığı, Ali'nin bitiş çizgisine olan uzaklığından azdır.
[D] Ali ile Can'ın birbirine olan uzaklığı 1 metreden fazladır.
[GÖRSEL] Bu soru görsele bağlıdır.",Problem Çözme_Yorum
179,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,√(11 + 2√28) + √(16 - 2√63) işlemi kaça eşittir?,2,3,4,5,6,D,Kitap,yok,"[SORU] √(11 + 2√28) + √(16 - 2√63) işlemi kaça eşittir?
[A] 2
[B] 3
[C] 4
[D] 5
[E] 6",Üslü ve Köklü İfadeler_Hesaplama
519,LGS,2025,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Yorum,Orta,√(38-x) sayısı bir rasyonel sayı olduğuna göre x yerine aşağıdaki sayılardan hangisi yazılamaz?,-11,18,29,38,,B,MEB,yok,"[SORU] √(38-x) sayısı bir rasyonel sayı olduğuna göre x yerine aşağıdaki sayılardan hangisi yazılamaz?
[A] -11
[B] 18
[C] 29
[D] 38",Tam Sayı / Özel Tanımlar_Yorum
603,LGS,2024,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Yorum,Kolay,Aşağıdakilerden hangisi bir irrasyonel sayıdır?,√14,"1,2̅","√1,44",12,,A,MEB,yok,"[SORU] Aşağıdakilerden hangisi bir irrasyonel sayıdır?
[A] √14
[B] 1,2̅
[C] √1,44
[D] 12",Üslü ve Köklü İfadeler_Yorum
413,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Orta,"a = √2, b = √3, c = √5 olduğuna göre √540 sayısının a, b ve c türünden eşiti aşağıdakilerden hangisidir?",a² · b³ · c,a · b³ · c²,a² · b² · c,a² · b² · c²,,A,MEB,yok,"[SORU] a = √2, b = √3, c = √5 olduğuna göre √540 sayısının a, b ve c türünden eşiti aşağıdakilerden hangisidir?
[A] a² · b³ · c
[B] a · b³ · c²
[C] a² · b² · c
[D] a² · b² · c²",Üslü ve Köklü İfadeler_Hesaplama
258,LGS,2021,Kareköklü ifadeler,Alan ve Geometri,Hesaplama,Orta,Kenarlarının uzunlukları x cm ve 3x cm olan dikdörtgen şeklindeki karton ile bir yüzünün alanı 80 cm² olan kare şeklindeki kâğıt aşağıda verilmiştir. Bu karton ve kâğıt üst üste yerleştirildiğinde ikişer köşeleri aşağıdaki gibi çakışmaktadır. Buna göre dikdörtgen şeklindeki kartonun çevresinin uzunluğu kaç santimetredir?,32,16√10,64,24√10,-,A,MEB,bagimli,"[SORU] Kenarlarının uzunlukları x cm ve 3x cm olan dikdörtgen şeklindeki karton ile bir yüzünün alanı 80 cm² olan kare şeklindeki kâğıt aşağıda verilmiştir. Bu karton ve kâğıt üst üste yerleştirildiğinde ikişer köşeleri aşağıdaki gibi çakışmaktadır. Buna göre dikdörtgen şeklindeki kartonun çevresinin uzunluğu kaç santimetredir?
[A] 32
[B] 16√10
[C] 64
[D] 24√10
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Hesaplama
96,LGS,2022,Kareköklü İfadeler,Algoritmik / Mantıksal Problemler,Problem,Orta,"Bilgisayar programı: 1. Adım: Girilen sayıyı oku. 2. Adım: Sayının karekökünü al. 3. Adım: Sonuç tam sayı ise 5. adıma git, değilse 4. adımdan devam et. 4. Adım: Sonucu birler basamağına yuvarla ve 2. adımdan devam et. 5. Adım: Sonucu ekrana yaz. Klavyeden 226 sayısı girildiğinde ekranda yazan sayı kaçtır?",1,2,3,5,7,B,MEB,destekleyici,"[SORU] Bilgisayar programı: 1. Adım: Girilen sayıyı oku. 2. Adım: Sayının karekökünü al. 3. Adım: Sonuç tam sayı ise 5. adıma git, değilse 4. adımdan devam et. 4. Adım: Sonucu birler basamağına yuvarla ve 2. adımdan devam et. 5. Adım: Sonucu ekrana yaz. Klavyeden 226 sayısı girildiğinde ekranda yazan sayı kaçtır?
[A] 1
[B] 2
[C] 3
[D] 5
[E] 7",Algoritmik / Mantıksal Problemler_Problem
435,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Orta,(√125 · √48) / √75 : (1 / √5) işleminin sonucu kaçtır?,4,8,20,25,,C,MEB,yok,"[SORU] (√125 · √48) / √75 : (1 / √5) işleminin sonucu kaçtır?
[A] 4
[B] 8
[C] 20
[D] 25",İşlem ve Sadeleştirme_Hesaplama
42,LGS,2020,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,(√6 · ³√4 · ⁵√4)/(⁴√9) işleminin sonucu kaçtır?,√3,2√2,³√2,⁴√3,⁶√6,A,Deneme,bagimli,"[SORU] (√6 · ³√4 · ⁵√4)/(⁴√9) işleminin sonucu kaçtır?
[A] √3
[B] 2√2
[C] ³√2
[D] ⁴√3
[E] ⁶√6
[GÖRSEL] Bu soru görsele bağlıdır.",Üslü ve Köklü İfadeler_Hesaplama
680,LGS,2019,Kareköklü İfadeler,Denklemler,Hesaplama,Kolay,"a√7 = √63 olduğuna göre, a sayısı kaçtır?",-9,-3,3,9,,C,MEB,yok,"[SORU] a√7 = √63 olduğuna göre, a sayısı kaçtır?
[A] -9
[B] -3
[C] 3
[D] 9",Denklemler_Hesaplama
205,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,Yukarıdaki demir çubuğun bir parçası √(6 − 2√8) birim diğer parçası √(3 + 2√2) birimdir. Buna göre bu çubuğun toplam boyu kaç birimdir?,√2 − 1,√2,3,2 + √2,4,C,Kitap,destekleyici,"[SORU] Yukarıdaki demir çubuğun bir parçası √(6 − 2√8) birim diğer parçası √(3 + 2√2) birimdir. Buna göre bu çubuğun toplam boyu kaç birimdir?
[A] √2 − 1
[B] √2
[C] 3
[D] 2 + √2
[E] 4",Üslü ve Köklü İfadeler_Hesaplama
306,LGS,2024,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,Kenarları köklü sayılarla verilen bir dikdörtgen ardışık olarak ikiye katlanıp köşelerinden kareler kesiliyor. Kalan şeklin alanı kaç santimetrekaredir?,280√2−128,280√2−32,560√2−128,560√2−32,-,A,Deneme,bagimli,"[SORU] Kenarları köklü sayılarla verilen bir dikdörtgen ardışık olarak ikiye katlanıp köşelerinden kareler kesiliyor. Kalan şeklin alanı kaç santimetrekaredir?
[A] 280√2−128
[B] 280√2−32
[C] 560√2−128
[D] 560√2−32
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
496,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,(3√6 + √6) − (√6 − 2√6) işleminin sonucu kaçtır?,√6,2√6,3√6,5√6,,D,MEB,yok,"[SORU] (3√6 + √6) − (√6 − 2√6) işleminin sonucu kaçtır?
[A] √6
[B] 2√6
[C] 3√6
[D] 5√6",İşlem ve Sadeleştirme_Hesaplama
